title,author,path,drive,topdir,folder,mtype,size_mb
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E129.PDF,SOLEMON,Winstore,JS3,application/pdf,0.27
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E127.PDF,SOLEMON,Winstore,JS3,application/pdf,1.74
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E128.PDF,SOLEMON,Winstore,JS3,application/pdf,1.64
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E126.PDF,SOLEMON,Winstore,JS3,application/pdf,2.28
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E130.PDF,SOLEMON,Winstore,JS3,application/pdf,0.32
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E135.PDF,SOLEMON,Winstore,JS3,application/pdf,0.18
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E131.PDF,SOLEMON,Winstore,JS3,application/pdf,0.89
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E134.PDF,SOLEMON,Winstore,JS3,application/pdf,0.89
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E132.PDF,SOLEMON,Winstore,JS3,application/pdf,1.6
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E137.PDF,SOLEMON,Winstore,JS3,application/pdf,1.62
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS3/E136.PDF,SOLEMON,Winstore,JS3,application/pdf,2.31
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B130.PDF,SOLEMON,Winstore,JS4,application/pdf,0.8
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/3&0.PDF,SOLEMON,Winstore,JS4,application/pdf,0.94
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B113.PDF,SOLEMON,Winstore,JS4,application/pdf,1.63
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B111.PDF,SOLEMON,Winstore,JS4,application/pdf,1.9
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B114.PDF,SOLEMON,Winstore,JS4,application/pdf,2.68
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B117.PDF,SOLEMON,Winstore,JS4,application/pdf,1.84
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B116.PDF,SOLEMON,Winstore,JS4,application/pdf,3.14
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B120.PDF,SOLEMON,Winstore,JS4,application/pdf,0.81
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/Acrobat&0.pdf,SOLEMON,Winstore,JS4,application/pdf,1.37
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B122.PDF,SOLEMON,Winstore,JS4,application/pdf,0.57
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B121.PDF,SOLEMON,Winstore,JS4,application/pdf,1.32
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B118.PDF,SOLEMON,Winstore,JS4,application/pdf,3.54
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B123.PDF,SOLEMON,Winstore,JS4,application/pdf,0.93
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B126.PDF,SOLEMON,Winstore,JS4,application/pdf,0.51
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B125.PDF,SOLEMON,Winstore,JS4,application/pdf,1.98
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B124.PDF,SOLEMON,Winstore,JS4,application/pdf,3.76
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B129.PDF,SOLEMON,Winstore,JS4,application/pdf,0.29
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B128.PDF,SOLEMON,Winstore,JS4,application/pdf,1.14
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B127.PDF,SOLEMON,Winstore,JS4,application/pdf,0.8
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B133.PDF,SOLEMON,Winstore,JS4,application/pdf,0.85
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B131.PDF,SOLEMON,Winstore,JS4,application/pdf,1.4
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B134.PDF,SOLEMON,Winstore,JS4,application/pdf,0.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B137.PDF,SOLEMON,Winstore,JS4,application/pdf,1.33
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B139.PDF,SOLEMON,Winstore,JS4,application/pdf,1.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B136.PDF,SOLEMON,Winstore,JS4,application/pdf,2.64
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B138.PDF,SOLEMON,Winstore,JS4,application/pdf,3.47
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B143.PDF,SOLEMON,Winstore,JS4,application/pdf,1.2
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B140.PDF,SOLEMON,Winstore,JS4,application/pdf,3.06
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B145.PDF,SOLEMON,Winstore,JS4,application/pdf,1.16
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B144.PDF,SOLEMON,Winstore,JS4,application/pdf,2.78
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B146.PDF,SOLEMON,Winstore,JS4,application/pdf,0.81
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B141.PDF,SOLEMON,Winstore,JS4,application/pdf,5.29
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B147.PDF,SOLEMON,Winstore,JS4,application/pdf,1.53
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B148.PDF,SOLEMON,Winstore,JS4,application/pdf,2.07
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B149.PDF,SOLEMON,Winstore,JS4,application/pdf,1.14
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B152.PDF,SOLEMON,Winstore,JS4,application/pdf,2.59
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B151.PDF,SOLEMON,Winstore,JS4,application/pdf,1.78
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B153.PDF,SOLEMON,Winstore,JS4,application/pdf,2.28
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B154.PDF,SOLEMON,Winstore,JS4,application/pdf,2.64
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B150.PDF,SOLEMON,Winstore,JS4,application/pdf,12.69
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B155.PDF,SOLEMON,Winstore,JS4,application/pdf,1.55
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B156.PDF,SOLEMON,Winstore,JS4,application/pdf,1.81
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B157.PDF,SOLEMON,Winstore,JS4,application/pdf,2.71
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS4/B159.PDF,SOLEMON,Winstore,JS4,application/pdf,3.2
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C128.PDF,SOLEMON,Winstore,JS5,application/pdf,3.65
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C148.PDF,SOLEMON,Winstore,JS5,application/pdf,1.71
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/Acrobat&0.pdf,SOLEMON,Winstore,JS5,application/pdf,2.42
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C111.PDF,SOLEMON,Winstore,JS5,application/pdf,3.09
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C168.PDF,SOLEMON,Winstore,JS5,application/pdf,7.77
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C112.PDF,SOLEMON,Winstore,JS5,application/pdf,1.61
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C113.PDF,SOLEMON,Winstore,JS5,application/pdf,3.72
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C116.PDF,SOLEMON,Winstore,JS5,application/pdf,2.51
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C117.PDF,SOLEMON,Winstore,JS5,application/pdf,3.33
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C115.PDF,SOLEMON,Winstore,JS5,application/pdf,3.14
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C114.PDF,SOLEMON,Winstore,JS5,application/pdf,2.13
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C119.PDF,SOLEMON,Winstore,JS5,application/pdf,1.3
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C118.PDF,SOLEMON,Winstore,JS5,application/pdf,1.25
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C121.PDF,SOLEMON,Winstore,JS5,application/pdf,1.2
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C120.PDF,SOLEMON,Winstore,JS5,application/pdf,2.4
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C122.PDF,SOLEMON,Winstore,JS5,application/pdf,2.19
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C124.PDF,SOLEMON,Winstore,JS5,application/pdf,1.54
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C123.PDF,SOLEMON,Winstore,JS5,application/pdf,1.69
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C125.PDF,SOLEMON,Winstore,JS5,application/pdf,3.29
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C126.PDF,SOLEMON,Winstore,JS5,application/pdf,2.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C127.PDF,SOLEMON,Winstore,JS5,application/pdf,2.17
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C129.PDF,SOLEMON,Winstore,JS5,application/pdf,2.09
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C132.PDF,SOLEMON,Winstore,JS5,application/pdf,1.52
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C134.PDF,SOLEMON,Winstore,JS5,application/pdf,1.66
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C131.PDF,SOLEMON,Winstore,JS5,application/pdf,2.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C130.PDF,SOLEMON,Winstore,JS5,application/pdf,4.94
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C133.PDF,SOLEMON,Winstore,JS5,application/pdf,2.72
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C137.PDF,SOLEMON,Winstore,JS5,application/pdf,1.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C135.PDF,SOLEMON,Winstore,JS5,application/pdf,1.42
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C136.PDF,SOLEMON,Winstore,JS5,application/pdf,2.43
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C138.PDF,SOLEMON,Winstore,JS5,application/pdf,2.06
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C139.PDF,SOLEMON,Winstore,JS5,application/pdf,2.67
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C140.PDF,SOLEMON,Winstore,JS5,application/pdf,3.4
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C141.PDF,SOLEMON,Winstore,JS5,application/pdf,3.78
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C144.PDF,SOLEMON,Winstore,JS5,application/pdf,0.95
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C142.PDF,SOLEMON,Winstore,JS5,application/pdf,2.01
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C143.PDF,SOLEMON,Winstore,JS5,application/pdf,2.09
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C146.PDF,SOLEMON,Winstore,JS5,application/pdf,1.11
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C145.PDF,SOLEMON,Winstore,JS5,application/pdf,4.27
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C149.PDF,SOLEMON,Winstore,JS5,application/pdf,3.87
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C150.PDF,SOLEMON,Winstore,JS5,application/pdf,2.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C147.PDF,SOLEMON,Winstore,JS5,application/pdf,4.22
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C154.PDF,SOLEMON,Winstore,JS5,application/pdf,0.46
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C151.PDF,SOLEMON,Winstore,JS5,application/pdf,2.1
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C152.PDF,SOLEMON,Winstore,JS5,application/pdf,2.11
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C153.PDF,SOLEMON,Winstore,JS5,application/pdf,2.41
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C157.PDF,SOLEMON,Winstore,JS5,application/pdf,1.17
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C156.PDF,SOLEMON,Winstore,JS5,application/pdf,1.44
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C155.PDF,SOLEMON,Winstore,JS5,application/pdf,5.28
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C159.PDF,SOLEMON,Winstore,JS5,application/pdf,2.89
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C160.PDF,SOLEMON,Winstore,JS5,application/pdf,0.17
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C158.PDF,SOLEMON,Winstore,JS5,application/pdf,2.76
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C162.PDF,SOLEMON,Winstore,JS5,application/pdf,2.44
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C161.PDF,SOLEMON,Winstore,JS5,application/pdf,2.5
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C163.PDF,SOLEMON,Winstore,JS5,application/pdf,2.73
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C164.PDF,SOLEMON,Winstore,JS5,application/pdf,1.49
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C165.PDF,SOLEMON,Winstore,JS5,application/pdf,2.24
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C166.PDF,SOLEMON,Winstore,JS5,application/pdf,1.03
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C167.PDF,SOLEMON,Winstore,JS5,application/pdf,1.91
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C170.PDF,SOLEMON,Winstore,JS5,application/pdf,1.92
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C169.PDF,SOLEMON,Winstore,JS5,application/pdf,3.66
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C173.PDF,SOLEMON,Winstore,JS5,application/pdf,1.83
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C171.PDF,SOLEMON,Winstore,JS5,application/pdf,3.7
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C174.PDF,SOLEMON,Winstore,JS5,application/pdf,1.44
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C172.PDF,SOLEMON,Winstore,JS5,application/pdf,3.21
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C175.PDF,SOLEMON,Winstore,JS5,application/pdf,3.66
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C179.PDF,SOLEMON,Winstore,JS5,application/pdf,0.19
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C177.PDF,SOLEMON,Winstore,JS5,application/pdf,2.17
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C178.PDF,SOLEMON,Winstore,JS5,application/pdf,2.35
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C176.PDF,SOLEMON,Winstore,JS5,application/pdf,3.97
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C183.PDF,SOLEMON,Winstore,JS5,application/pdf,0.33
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C182.PDF,SOLEMON,Winstore,JS5,application/pdf,0.53
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C181.PDF,SOLEMON,Winstore,JS5,application/pdf,1.37
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C180.PDF,SOLEMON,Winstore,JS5,application/pdf,3.98
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C184.PDF,SOLEMON,Winstore,JS5,application/pdf,4.5
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C185.PDF,SOLEMON,Winstore,JS5,application/pdf,2.98
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C187.PDF,SOLEMON,Winstore,JS5,application/pdf,0.38
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C189.PDF,SOLEMON,Winstore,JS5,application/pdf,0.38
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C186.PDF,SOLEMON,Winstore,JS5,application/pdf,0.39
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C190.PDF,SOLEMON,Winstore,JS5,application/pdf,0.38
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C188.PDF,SOLEMON,Winstore,JS5,application/pdf,3.29
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS5/C191.PDF,SOLEMON,Winstore,JS5,application/pdf,0.32
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/Acrobat&0.pdf,SOLEMON,Winstore,JS6,application/pdf,1.68
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D111.PDF,SOLEMON,Winstore,JS6,application/pdf,1.65
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D112.PDF,SOLEMON,Winstore,JS6,application/pdf,2.62
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D1112.PDF,SOLEMON,Winstore,JS6,application/pdf,0.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D117.PDF,SOLEMON,Winstore,JS6,application/pdf,0.39
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D115.PDF,SOLEMON,Winstore,JS6,application/pdf,0.39
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D118.PDF,SOLEMON,Winstore,JS6,application/pdf,1.12
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D113.PDF,SOLEMON,Winstore,JS6,application/pdf,1.64
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D120.PDF,SOLEMON,Winstore,JS6,application/pdf,1.55
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D122.PDF,SOLEMON,Winstore,JS6,application/pdf,2.69
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D121.PDF,SOLEMON,Winstore,JS6,application/pdf,1.92
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D119.PDF,SOLEMON,Winstore,JS6,application/pdf,3.9
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D123.PDF,SOLEMON,Winstore,JS6,application/pdf,0.67
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D125.PDF,SOLEMON,Winstore,JS6,application/pdf,1.57
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D127.PDF,SOLEMON,Winstore,JS6,application/pdf,1.59
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D124.PDF,SOLEMON,Winstore,JS6,application/pdf,2.58
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D126.PDF,SOLEMON,Winstore,JS6,application/pdf,2.02
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D131.PDF,SOLEMON,Winstore,JS6,application/pdf,2.81
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D132.PDF,SOLEMON,Winstore,JS6,application/pdf,2.25
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D128.PDF,SOLEMON,Winstore,JS6,application/pdf,2.2
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D133.PDF,SOLEMON,Winstore,JS6,application/pdf,1.32
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D134.PDF,SOLEMON,Winstore,JS6,application/pdf,1.95
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D135.PDF,SOLEMON,Winstore,JS6,application/pdf,1.99
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D136.PDF,SOLEMON,Winstore,JS6,application/pdf,3.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D138.PDF,SOLEMON,Winstore,JS6,application/pdf,1.91
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D139.PDF,SOLEMON,Winstore,JS6,application/pdf,2.84
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D137.PDF,SOLEMON,Winstore,JS6,application/pdf,3.0
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D142.PDF,SOLEMON,Winstore,JS6,application/pdf,1.56
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D146.PDF,SOLEMON,Winstore,JS6,application/pdf,1.96
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D143.PDF,SOLEMON,Winstore,JS6,application/pdf,3.06
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D144.PDF,SOLEMON,Winstore,JS6,application/pdf,3.48
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D147.PDF,SOLEMON,Winstore,JS6,application/pdf,1.35
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D140.PDF,SOLEMON,Winstore,JS6,application/pdf,6.7
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D148.PDF,SOLEMON,Winstore,JS6,application/pdf,2.61
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D149.PDF,SOLEMON,Winstore,JS6,application/pdf,2.81
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D150.PDF,SOLEMON,Winstore,JS6,application/pdf,1.67
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D153.PDF,SOLEMON,Winstore,JS6,application/pdf,1.7
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D156.PDF,SOLEMON,Winstore,JS6,application/pdf,1.04
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D155.PDF,SOLEMON,Winstore,JS6,application/pdf,1.08
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D151.PDF,SOLEMON,Winstore,JS6,application/pdf,2.07
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D154.PDF,SOLEMON,Winstore,JS6,application/pdf,2.02
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D157.PDF,SOLEMON,Winstore,JS6,application/pdf,2.69
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D161.PDF,SOLEMON,Winstore,JS6,application/pdf,1.83
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D159.PDF,SOLEMON,Winstore,JS6,application/pdf,2.69
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D160.PDF,SOLEMON,Winstore,JS6,application/pdf,3.25
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D158.PDF,SOLEMON,Winstore,JS6,application/pdf,2.68
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D162.PDF,SOLEMON,Winstore,JS6,application/pdf,2.11
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D163.PDF,SOLEMON,Winstore,JS6,application/pdf,1.93
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D164.PDF,SOLEMON,Winstore,JS6,application/pdf,1.72
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D165.PDF,SOLEMON,Winstore,JS6,application/pdf,3.0
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3110.PDF,SOLEMON,Winstore,JS6,application/pdf,2.6
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3111.PDF,SOLEMON,Winstore,JS6,application/pdf,2.12
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3113.PDF,SOLEMON,Winstore,JS6,application/pdf,1.1
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3116.PDF,SOLEMON,Winstore,JS6,application/pdf,1.21
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3115.PDF,SOLEMON,Winstore,JS6,application/pdf,1.08
,,SOURCE_ARCHIVE/Winstore/BASE_ONE/JSTOR/JS6/D3114.PDF,SOLEMON,Winstore,JS6,application/pdf,4.52
